geo;code;thema;subthema;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Malta;GF0102;General public services;Foreign economic aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0103;General public services;General services;12;11;11;9;4;9;8;11;16;12;12;15;12;11;10;8;9;8;11;11
Malta;GF0104;General public services;Basic research;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0106;General public services;General public services n.e.c.;0;1;2;5;2;1;1;2;1;1;1;1;1;1;3;3;3;3;3;4
Malta;GF0107;General public services;Public debt transactions;38;39;36;38;38;38;35;34;32;30;32;30;29;27;24;21;18;15;14;14
Malta;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0201;Defence;Military defence;7;7;8;9;8;7;6;6;9;7;8;7;6;7;8;6;5;5;7;5
Malta;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Malta;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0301;Public order and safety;Police services;10;9;9;9;9;9;8;8;9;8;8;8;8;7;7;6;6;7;7;8
Malta;GF0302;Public order and safety;Fire-protection services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Malta;GF0303;Public order and safety;Law courts;3;4;4;4;4;3;3;3;3;3;3;3;4;3;2;3;2;2;3;3
Malta;GF0304;Public order and safety;Prisons;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2
Malta;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0306;Public order and safety;Public order and safety n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0401;Economic affairs;General economic, commercial and labour affairs;14;8;7;7;11;9;9;9;8;11;9;11;16;13;10;10;14;14;14;48
Malta;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;6;7;7;10;11;10;8;8;8;7;6;6;5;5;5;5;4;5;4;4
Malta;GF0403;Economic affairs;Fuel and energy;0;0;0;0;1;5;7;10;1;2;1;4;4;5;6;5;5;6;5;6
Malta;GF0404;Economic affairs;Mining, manufacturing and construction;11;10;12;11;9;9;8;7;7;7;6;6;5;4;4;3;3;3;2;3
Malta;GF0405;Economic affairs;Transport;22;19;56;14;19;14;13;26;13;12;23;18;12;17;18;14;13;21;19;28
Malta;GF0406;Economic affairs;Communication;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Malta;GF0407;Economic affairs;Other industries;8;8;6;6;5;7;7;6;6;7;8;7;7;6;6;8;7;7;9;10
Malta;GF0408;Economic affairs;R&D Economic affairs;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0
Malta;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0501;Environmental protection;Waste management;4;4;5;7;7;9;9;9;6;7;6;7;7;7;10;6;5;6;7;8
Malta;GF0502;Environmental protection;Waste water management;4;4;4;3;4;4;4;3;7;8;3;4;4;4;5;2;2;4;4;3
Malta;GF0503;Environmental protection;Pollution abatement;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
Malta;GF0504;Environmental protection;Protection of biodiversity and landscape;1;1;3;2;3;2;2;2;2;3;3;2;2;2;2;2;2;2;3;3
Malta;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0506;Environmental protection;Environmental protection n.e.c.;0;0;2;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Malta;GF0601;Housing and community amenities;Housing development;3;2;1;2;2;2;2;2;1;1;1;1;1;1;1;0;0;0;0;1
Malta;GF0602;Housing and community amenities;Community development;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2;3;3;3
Malta;GF0603;Housing and community amenities;Water supply;5;5;5;4;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0604;Housing and community amenities;Street lighting;0;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;0;1;1
Malta;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0701;Health;Medical products, appliances and equipment;3;4;4;5;6;11;12;9;8;6;6;5;6;5;5;5;6;6;6;7
Malta;GF0702;Health;Outpatient services;6;6;6;6;6;6;6;7;8;8;9;9;9;10;9;9;9;9;9;10
Malta;GF0703;Health;Hospital services;35;39;40;41;44;41;32;32;30;33;33;36;36;37;36;35;34;33;34;42
Malta;GF0704;Health;Public health services;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;1;2;1;11
Malta;GF0705;Health;R&D Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0706;Health;Health n.e.c.;3;4;3;3;2;2;3;3;3;2;4;2;2;2;2;2;1;1;2;3
Malta;GF0801;Recreation, culture and religion;Recreational and sporting services;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2
Malta;GF0802;Recreation, culture and religion;Cultural services;4;4;4;5;4;4;4;4;5;5;6;6;6;8;8;7;8;8;7;9
Malta;GF0803;Recreation, culture and religion;Broadcasting and publishing services;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1
Malta;GF0804;Recreation, culture and religion;Religious and other community services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
Malta;GF0901;Education;Pre-primary and primary education;13;14;14;13;13;15;12;12;13;12;14;14;13;14;13;13;12;13;13;15
Malta;GF0902;Education;Secondary education;22;23;23;23;21;22;21;23;23;22;21;21;21;20;20;20;17;19;18;22
Malta;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0
Malta;GF0904;Education;Tertiary education;9;9;8;9;8;8;7;7;8;9;10;10;11;10;9;10;9;8;9;10
Malta;GF0905;Education;Education not definable by level;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Malta;GF0906;Education;Subsidiary services to education;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3
Malta;GF0907;Education;R&D Education;3;3;3;3;3;3;3;3;3;4;4;5;5;4;4;4;4;4;4;4
Malta;GF0908;Education;Education n.e.c.;9;8;10;7;7;5;8;5;5;6;5;4;4;4;4;3;3;3;3;2
Malta;GF1001;Social protection;Sickness and disability;16;16;18;18;18;18;18;17;16;15;15;14;14;13;11;10;9;9;9;10
Malta;GF1002;Social protection;Old age;70;68;67;68;70;70;73;71;78;76;80;81;79;74;68;70;67;65;65;72
Malta;GF1003;Social protection;Survivors;18;17;17;17;18;18;17;17;17;17;17;18;16;15;13;13;13;12;11;13
Malta;GF1004;Social protection;Family and children;12;13;12;12;11;10;10;12;12;11;11;10;10;11;11;9;9;9;9;10
Malta;GF1005;Social protection;Unemployment;4;8;6;6;6;6;5;4;5;5;5;5;6;5;4;3;3;2;2;2
Malta;GF1006;Social protection;Housing;1;2;3;3;1;2;2;3;1;1;2;1;1;1;2;2;1;1;1;2
Malta;GF1007;Social protection;Social exclusion n.e.c.;2;2;2;2;2;3;3;3;4;3;3;4;3;3;3;2;2;2;2;4
Malta;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;GF1009;Social protection;Social protection n.e.c.;7;5;6;5;5;6;5;5;5;4;3;4;5;4;3;4;4;4;4;7
Netherlands;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;21;21;21;21;21;20;19;20;16;19;19;18;19;21;19;15;15;16;17;18
Netherlands;GF0102;General public services;Foreign economic aid;7;6;5;6;6;7;6;7;8;8;6;6;6;5;5;5;5;5;5;5
Netherlands;GF0103;General public services;General services;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Netherlands;GF0104;General public services;Basic research;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6
Netherlands;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0106;General public services;General public services n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0107;General public services;Public debt transactions;30;27;26;25;23;21;20;21;22;19;20;19;18;17;15;14;12;10;9;9
Netherlands;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0201;Defence;Military defence;13;12;12;12;10;11;10;10;11;10;10;9;10;9;9;10;10;10;11;12
Netherlands;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0203;Defence;Foreign military aid;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0
Netherlands;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0205;Defence;Defence n.e.c.;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;0;0
Netherlands;GF0301;Public order and safety;Police services;7;7;7;7;7;8;8;8;9;8;8;8;8;8;8;8;8;9;9;9
Netherlands;GF0302;Public order and safety;Fire-protection services;2;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;2;2;2
Netherlands;GF0303;Public order and safety;Law courts;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Netherlands;GF0304;Public order and safety;Prisons;3;3;3;3;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;4
Netherlands;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0306;Public order and safety;Public order and safety n.e.c.;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2
Netherlands;GF0401;Economic affairs;General economic, commercial and labour affairs;10;11;10;10;9;8;7;7;12;10;6;6;7;5;4;4;4;4;4;25
Netherlands;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2
Netherlands;GF0403;Economic affairs;Fuel and energy;6;3;3;3;4;4;3;4;4;4;4;4;3;3;3;3;2;3;4;3
Netherlands;GF0404;Economic affairs;Mining, manufacturing and construction;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
Netherlands;GF0405;Economic affairs;Transport;26;27;27;25;24;23;24;24;27;28;26;25;25;24;23;21;21;21;21;24
Netherlands;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0407;Economic affairs;Other industries;3;3;3;3;2;3;2;3;3;3;3;4;3;3;4;3;3;3;3;3
Netherlands;GF0408;Economic affairs;R&D Economic affairs;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
Netherlands;GF0409;Economic affairs;Economic affairs n.e.c.;1;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0501;Environmental protection;Waste management;6;6;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
Netherlands;GF0502;Environmental protection;Waste water management;4;4;5;5;5;5;5;5;6;6;6;5;5;5;4;4;4;4;4;4
Netherlands;GF0503;Environmental protection;Pollution abatement;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;3
Netherlands;GF0504;Environmental protection;Protection of biodiversity and landscape;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1
Netherlands;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0506;Environmental protection;Environmental protection n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0601;Housing and community amenities;Housing development;4;5;6;3;2;2;2;2;4;3;2;3;3;3;2;2;2;2;2;2
Netherlands;GF0602;Housing and community amenities;Community development;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2
Netherlands;GF0603;Housing and community amenities;Water supply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0604;Housing and community amenities;Street lighting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0701;Health;Medical products, appliances and equipment;7;8;8;8;8;11;11;10;11;11;11;10;9;9;8;8;7;7;7;7
Netherlands;GF0702;Health;Outpatient services;13;15;16;15;15;19;20;21;24;25;26;25;25;24;25;23;24;24;24;25
Netherlands;GF0703;Health;Hospital services;22;24;25;26;25;31;30;28;32;34;35;38;39;38;36;33;34;34;34;39
Netherlands;GF0704;Health;Public health services;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5
Netherlands;GF0705;Health;R&D Health;2;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;4;4;4
Netherlands;GF0706;Health;Health n.e.c.;1;1;1;1;1;1;2;2;3;3;3;3;3;3;3;3;3;3;2;3
Netherlands;GF0801;Recreation, culture and religion;Recreational and sporting services;5;5;6;5;5;6;5;6;7;6;6;6;5;5;6;5;5;5;5;6
Netherlands;GF0802;Recreation, culture and religion;Cultural services;5;5;5;5;5;5;5;5;6;5;5;5;5;4;5;5;5;5;5;5
Netherlands;GF0803;Recreation, culture and religion;Broadcasting and publishing services;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
Netherlands;GF0804;Recreation, culture and religion;Religious and other community services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Netherlands;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Netherlands;GF0901;Education;Pre-primary and primary education;15;15;16;16;16;17;16;16;18;18;17;17;17;17;16;16;15;15;15;16
Netherlands;GF0902;Education;Secondary education;18;19;20;20;20;20;21;20;22;22;21;21;21;21;21;21;21;20;20;21
Netherlands;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0904;Education;Tertiary education;11;11;12;12;12;12;12;12;13;13;13;13;13;13;13;13;12;12;12;13
Netherlands;GF0905;Education;Education not definable by level;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
Netherlands;GF0906;Education;Subsidiary services to education;2;2;2;3;3;3;2;3;3;3;3;3;3;3;2;2;2;2;2;2
Netherlands;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF0908;Education;Education n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF1001;Social protection;Sickness and disability;49;54;55;54;51;47;45;46;49;50;49;49;48;46;43;42;41;41;41;44
Netherlands;GF1002;Social protection;Old age;52;53;55;55;54;53;54;54;60;62;63;66;67;69;65;66;64;63;63;67
Netherlands;GF1003;Social protection;Survivors;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1
Netherlands;GF1004;Social protection;Family and children;12;12;12;11;11;11;13;15;17;17;16;15;14;14;17;17;17;17;18;21
Netherlands;GF1005;Social protection;Unemployment;10;8;10;12;12;10;8;7;10;12;11;12;14;14;13;12;11;9;8;9
Netherlands;GF1006;Social protection;Housing;3;4;3;3;3;4;4;3;3;4;4;4;4;4;5;5;5;5;4;5
Netherlands;GF1007;Social protection;Social exclusion n.e.c.;17;17;17;16;16;19;19;20;21;21;22;22;23;22;25;26;25;24;24;25
Netherlands;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands;GF1009;Social protection;Social protection n.e.c.;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;26;25;23;25;25;25;24;23;24;24;24;24;25;22;23;22;20;22;22;24
Austria;GF0102;General public services;Foreign economic aid;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2
Austria;GF0103;General public services;General services;12;12;11;11;11;12;12;12;13;14;12;12;12;12;12;12;12;12;13;14
Austria;GF0104;General public services;Basic research;6;6;6;5;5;5;5;5;5;6;5;5;5;5;5;5;5;5;5;5
Austria;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0106;General public services;General public services n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0107;General public services;Public debt transactions;39;37;34;32;34;33;33;30;34;31;30;29;28;26;25;23;20;18;16;15
Austria;GF0108;General public services;Transfers of a general character between different levels of government;3;0;2;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0
Austria;GF0201;Defence;Military defence;7;7;8;8;7;7;7;8;7;6;6;5;6;5;5;5;6;5;6;6
Austria;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0205;Defence;Defence n.e.c.;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0
Austria;GF0301;Public order and safety;Police services;7;7;7;8;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
Austria;GF0302;Public order and safety;Fire-protection services;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Austria;GF0303;Public order and safety;Law courts;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Austria;GF0304;Public order and safety;Prisons;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Austria;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0306;Public order and safety;Public order and safety n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1
Austria;GF0401;Economic affairs;General economic, commercial and labour affairs;14;13;15;18;17;15;14;14;28;17;16;18;18;30;19;14;15;15;15;49
Austria;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;6;6;6;6;6;5;5;5;5;5;4;4;4;4;4;3;3;3;3;4
Austria;GF0403;Economic affairs;Fuel and energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0404;Economic affairs;Mining, manufacturing and construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0405;Economic affairs;Transport;26;23;23;54;34;34;32;35;34;33;31;29;30;30;29;29;29;28;28;30
Austria;GF0406;Economic affairs;Communication;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;1;1
Austria;GF0407;Economic affairs;Other industries;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2
Austria;GF0408;Economic affairs;R&D Economic affairs;4;4;5;5;5;5;6;6;7;8;8;9;8;8;8;8;9;9;9;11
Austria;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0501;Environmental protection;Waste management;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1
Austria;GF0502;Environmental protection;Waste water management;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
Austria;GF0503;Environmental protection;Pollution abatement;1;1;2;2;2;2;1;1;2;3;2;2;2;2;1;1;1;1;2;2
Austria;GF0504;Environmental protection;Protection of biodiversity and landscape;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
Austria;GF0601;Housing and community amenities;Housing development;4;4;4;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1
Austria;GF0602;Housing and community amenities;Community development;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0603;Housing and community amenities;Water supply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Austria;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0701;Health;Medical products, appliances and equipment;11;11;12;11;11;11;11;12;11;11;11;11;11;11;11;11;11;11;11;12
Austria;GF0702;Health;Outpatient services;14;14;14;14;14;14;14;14;15;14;14;14;15;14;15;15;15;15;16;16
Austria;GF0703;Health;Hospital services;38;41;41;41;41;40;40;41;44;44;43;43;43;45;47;47;47;47;47;51
Austria;GF0704;Health;Public health services;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4
Austria;GF0705;Health;R&D Health;3;3;3;4;4;4;4;4;4;4;4;4;5;4;5;5;5;4;5;5
Austria;GF0706;Health;Health n.e.c.;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Austria;GF0801;Recreation, culture and religion;Recreational and sporting services;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Austria;GF0802;Recreation, culture and religion;Cultural services;6;6;6;6;6;6;7;6;6;6;6;6;6;5;5;5;5;5;5;5
Austria;GF0803;Recreation, culture and religion;Broadcasting and publishing services;5;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3
Austria;GF0804;Recreation, culture and religion;Religious and other community services;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1
Austria;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0901;Education;Pre-primary and primary education;14;14;14;13;12;12;12;13;14;14;14;13;14;14;14;14;14;14;15;16
Austria;GF0902;Education;Secondary education;25;24;25;24;23;23;22;22;24;24;23;23;22;22;22;21;21;21;20;21
Austria;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0904;Education;Tertiary education;8;8;8;7;7;7;7;8;7;7;8;8;8;8;8;7;7;7;8;8
Austria;GF0905;Education;Education not definable by level;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Austria;GF0906;Education;Subsidiary services to education;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Austria;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF0908;Education;Education n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Austria;GF1001;Social protection;Sickness and disability;17;17;18;18;18;18;18;18;20;20;20;20;20;20;19;19;18;18;18;19
Austria;GF1002;Social protection;Old age;122;121;122;120;117;116;114;116;125;126;124;126;129;130;128;127;126;124;126;138
Austria;GF1003;Social protection;Survivors;17;17;17;16;16;15;15;15;16;15;15;15;15;15;15;14;14;14;13;14
Austria;GF1004;Social protection;Family and children;28;28;29;28;27;26;25;26;27;27;24;24;23;23;23;23;22;21;20;24
Austria;GF1005;Social protection;Unemployment;11;13;13;13;13;12;12;11;14;14;13;13;14;14;14;14;13;12;12;19
Austria;GF1006;Social protection;Housing;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1
Austria;GF1007;Social protection;Social exclusion n.e.c.;7;7;6;6;7;7;7;7;8;8;8;8;9;9;10;11;10;10;10;11
Austria;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Austria;GF1009;Social protection;Social protection n.e.c.;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Poland;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;24;23;24;27;27;27;27;27;26;26;25;26;27;26;26;25;24;25;25;27
Poland;GF0102;General public services;Foreign economic aid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poland;GF0103;General public services;General services;1;1;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1
Poland;GF0104;General public services;Basic research;3;4;4;3;3;3;3;3;2;2;2;2;2;3;3;2;2;2;1;2
Poland;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poland;GF0106;General public services;General public services n.e.c.;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;1;1;1
Poland;GF0107;General public services;Public debt transactions;33;30;31;29;26;25;22;22;25;26;26;28;26;20;18;18;16;15;14;14
Poland;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poland;GF0201;Defence;Military defence;15;15;15;15;15;16;19;18;14;15;15;14;16;14;15;15;17;16;16;17
Poland;GF0202;Defence;Civil defence;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
